,BRAC University,,,,,,,,
,Consultation Hour Planner,,,,,,,,
,,Faculty:,Md. Khaliduzzaman Khan Samrat,,Initial,KKS,,,
,,Programme:,CSE,,Semester:,Summer 2026,,,
,,Email:,md.khaliduzzaman@bracu.ac.bd,,Seat:,4M122,,,
,,,,,,,,,
,8:00 AM,9:30 AM,11:00 AM,12:30 PM,2:00 PM,3:30 PM,5:00 PM,6:00 PM,7:30 PM
Saturday,,,,,,,,,
Sunday,,,"CSE220-10 (LAB)
KKS,CSAA
09B-08L","CSE220-10 (LAB)
KKS,CSAA
09B-08L","CSE220-16
07D-19C","CSE437-07
07D-19C",,,
Monday,,,"CSE220-04 (LAB)
KKS,CSSA
09B-08L","CSE220-04 (LAB)
KKS,CSSA
09B-08L","CSE437-08
10C-21C","CSE422-19
10C-21C",Consultation,,
Tuesday,,,Consultation,Consultation,"CSE220-16
07D-19C","CSE437-07
07D-19C",,,
Wednesday,,,Consultation,Consultation,"CSE437-08
10C-21C","CSE422-19
10C-21C",,,
Thursday,,,,,,,,,
Friday,,,,,,,,,
**Each slot is of 1 hour 20 minutes,,,,,,,,,
**You can edit this footnote,,,,,,,,,
