,BRAC University,,,,,,,,
,Consultation Hour Planner,,,,,,,,
,,Faculty:,Mr. Zaber Mohammad,,Initial,ZMD,,,
,,Programme:,CSE,,Semester:,Fall 2025,,,
,,Email:,zaber.mohammad@bracu.ac.bd,,Seat:,4J61,,,
,,,,,,,,,
,8:00 AM,9:30 AM,11:00 AM,12:30 PM,2:00 PM,3:30 PM,5:00 PM,6:00 PM,7:30 PM
Saturday,,,,,,,,,
Sunday,"CSE220-18 (LAB)
ZMD,MTSM
09B-10L","CSE220-18 (LAB)
ZMD,MTSM
09B-10L","CSE321-04
07D-20C","CSE321-05
07D-20C","CSE220-21 (LAB)
RDS,ZMD
09B-11L","CSE220-21 (LAB)
RDS,ZMD
09B-11L",,,
Monday,,,"CSE420-02
09C-13C","CSE420-03
09C-13C",Consultation,,,,
Tuesday,,,"CSE321-04
07D-20C","CSE321-05
07D-20C",Consultation,Consultation,,,
Wednesday,,,"CSE420-02
09C-13C","CSE420-03
09C-13C",Consultation,,,,
Thursday,,,,,,,,,
Friday,,,,,,,,,
**Each slot is of 1 hour 20 minutes,,,,,,,,,
**Send an email if you need slot beyond these.,,,,,,,,,
