,BRAC University,,,,,,,,
,Consultation Hour Planner,,,,,,,,
,,Faculty:,Md. Khaliduzzaman Khan Samrat,,Initial,KKS,,,
,,Programme:,CSE,,Semester:,Spring 2026,,,
,,Email:,md.khaliduzzaman@bracu.ac.bd,,Seat:,4M122,,,
,,,,,,,,,
,8:00 AM,9:30 AM,11:00 AM,12:30 PM,2:00 PM,3:30 PM,5:00 PM,6:00 PM,7:30 PM
Saturday,,,"CSE422-09 (LAB)
LBBH,KKS
09F-26L","CSE422-09 (LAB)
LBBH,KKS
09F-26L","CSE220-08
10B-15C","CSE422-20
10B-15C",,,
Sunday,,,"CSE220-03 (LAB)
WBH,KKS
09B-09L","CSE220-03 (LAB)
WBH,KKS
09B-09L","CSE220-16
09C-13C","CSE220-17
09C-13C",,,
Monday,,,,,Consultation,Consultation,,,
Tuesday,,,,Consultation,"CSE220-16
09C-13C","CSE220-17
09C-13C",,,
Wednesday,,,,,,,,,
Thursday,,,,Consultation,"CSE220-08
10B-15C","CSE422-20
10B-15C",Consultation,,
Friday,,,,,,,,,
**Each slot is of 1 hour 20 minutes,,,,,,,,,
**You can edit this footnote,,,,,,,,,
